"","year","variable","Coverage","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker"
"126",1997,"SSBvSSB",0.83936170212766,0.699368176662964,0.683848952015973,0.715239593607586,0.639572728605554,0,0.385542168674699,0.711899791231733,1.18279569892473,2
"127",1998,"SSBvSSB",0.807446808510638,0.757015952853096,0.738421891390034,0.776078227847913,0.738351455085482,0,0.444644617063892,0.775,1.29530617750202,2
"128",1999,"SSBvSSB",0.701063829787234,0.649362975906841,0.628662806953526,0.670744745536952,0.57617713688874,0,0.382856040418169,0.731380753138075,1.1734236450509,2
"129",2000,"SSBvSSB",0.706382978723404,0.638912615782049,0.618608161898066,0.659883518757589,0.589808307069044,0,0.393862835456763,0.725794123326468,1.23476929574491,2
"130",2001,"SSBvSSB",0.709574468085106,0.623592855548119,0.603848812346378,0.643982469684144,0.581310171275285,0,0.401261212987219,0.75668202764977,1.19024246008279,2
"131",2002,"SSBvSSB",0.68936170212766,0.650638500613994,0.629162596088158,0.672847466002109,0.609516459819943,0,0.477697733128595,0.808896984967398,1.25363037195917,2
"132",2003,"SSBvSSB",0.645744680851064,0.614827384654184,0.592669763670324,0.63781339304324,0.564340765951642,0,0.456163920197082,0.778787878787879,1.22277965608754,2
"133",2004,"SSBvSSB",0.632978723404255,0.599672834120314,0.577394782210463,0.622810456660501,0.551132063594004,0,0.437557307903906,0.770940170940171,1.19920948616601,2
"134",2005,"SSBvSSB",0.592553191489362,0.589820223128498,0.566239959077492,0.614382454000816,0.543528165348648,0,0.472628726287263,0.816091954022989,1.203125,2
"135",2006,"SSBvSSB",0.573404255319149,0.581342011629273,0.557111645518065,0.606626225109508,0.533077687359625,0,0.485908136243265,0.840989399293286,1.29889087621908,2
"136",2007,"SSBvSSB",0.568085106382979,0.590713989970853,0.565747831226989,0.61678189236802,0.551319298604408,0.00731898238747554,0.510703363914373,0.882381916698593,1.31034482758621,2
"137",2008,"SSBvSSB",0.55531914893617,0.595533919674696,0.569732762176278,0.622503519243595,0.55526813205628,0.00422388059701493,0.521804511278195,0.909583374372107,1.34809160305344,2
"138",2009,"SSBvSSB",0.542553191489362,0.602887259887405,0.576104472830658,0.630915164308027,0.563838639778302,0.00561666666666667,0.5328,0.9189574877163,1.35714285714286,2
"139",2010,"SSBvSSB",0.514893617021277,0.60767652850333,0.579293713998621,0.637449974633659,0.565669593427795,0.00475,0.565593999858487,0.951157484432191,1.34063530116871,2
"140",2011,"SSBvSSB",0.503191489361702,0.628568039809256,0.598488978307408,0.660158824957864,0.590036741864161,0.00425,0.582248520710059,0.96849087893864,1.43386243386243,2
"141",2012,"SSBvSSB",0.471276595744681,0.635130712383397,0.603052006883224,0.668915810259055,0.594322898426186,0.00363333333333333,0.573329172517813,0.995708154506438,1.43339919556386,2
"142",2013,"SSBvSSB",0.432978723404255,0.646972720101506,0.61195622425981,0.683992880474132,0.602134254871764,0.00298333333333333,0.568495297805643,0.974910394265233,1.46605016113213,2
"143",2014,"SSBvSSB",0.364893617021277,0.665295637114108,0.624710140641599,0.708517848467264,0.619824438925193,0.0231428571428571,0.57732819524727,0.956204379562044,1.47681329883165,2
"144",2015,"SSBvSSB",0.251063829787234,0.699973430716796,0.647674745222157,0.75649515026463,0.66109334164779,0.0328538283062645,0.598534831460674,1.0059880239521,1.44455067569858,2
"145",2016,"SSBvSSB",0.127659574468085,0.733119358591603,0.660904285003063,0.813225161551605,0.686970366752549,0.0524361948955916,0.57929844527249,1.04580323844592,1.50031641301754,2
"146",2017,"SSBvSSB",0.103191489361702,0.78266536386894,0.693515732540762,0.88327494685075,0.784406606748541,0.0663573085846868,0.667678300455235,1.19536903039074,1.6258064516129,2
"147",2018,"SSBvSSB",0.0723404255319149,0.828594485551754,0.715853362064102,0.959091425521999,0.89560850016837,0.139563862928349,0.698359898359898,1.28031883592789,1.70148340004709,2
